date,trs_score,rationale,article_count,country_mention_count,risk_signal_count,positive_signal_count
2021.11.20,37.6,baseline,5,3,0,1
2021.11.21,38.3,baseline,8,2,0,0
2021.11.22,13.7,baseline,7,1,0,0
2021.11.23,35.5,baseline,6,5,1,0
2021.11.24,91.2,baseline,6,0,0,0
2021.11.25,157.0,low risk,6,2,0,2
2021.11.26,143.7,baseline,6,0,0,2
2021.11.27,202.0,low risk,9,0,0,1
2021.11.28,148.7,baseline,12,4,1,2
2021.11.29,75.3,baseline,9,1,1,5
2021.11.30,36.1,baseline,5,1,0,0
2021.12.01,47.4,baseline,7,1,0,0
2021.12.02,84.7,baseline,7,1,1,0
2021.12.03,70.3,baseline,9,4,0,1
2021.12.04,0.0,baseline,9,3,0,1
2021.12.05,40.6,baseline,6,0,0,1
2021.12.06,44.7,baseline,10,4,0,2
2021.12.07,108.9,baseline,10,1,0,2
2021.12.08,154.2,low risk,9,2,0,1
2021.12.09,141.8,baseline,8,1,1,1
2021.12.10,122.0,baseline,6,0,0,0
2021.12.11,153.3,low risk,10,4,1,0
2021.12.12,169.3,low risk,8,1,0,2
2021.12.13,159.6,low risk,10,2,0,2
2021.12.14,147.7,baseline,6,2,0,0
2021.12.15,137.2,baseline,8,1,1,0
2021.12.16,122.1,baseline,12,0,0,0
2021.12.17,106.5,baseline,8,3,1,2
2021.12.18,132.2,baseline,4,2,0,1
2021.12.19,97.4,baseline,9,3,0,0
2021.12.20,88.9,baseline,11,2,1,3
2021.12.21,83.6,baseline,8,3,0,1
2021.12.22,80.3,baseline,11,5,0,1
2021.12.23,39.8,baseline,7,3,0,2
2021.12.24,53.2,baseline,7,3,0,0
2021.12.25,53.8,baseline,8,3,1,1
2021.12.26,0.0,baseline,8,2,0,0
2021.12.27,32.1,baseline,12,3,0,3
2021.12.28,78.6,baseline,9,3,0,1
2021.12.29,96.6,baseline,10,3,0,2
2021.12.30,84.4,baseline,11,1,2,0
2021.12.31,55.1,baseline,9,1,1,1
2022.01.01,72.4,baseline,8,1,0,1
2022.01.02,29.7,baseline,10,1,0,0
2022.01.03,74.1,baseline,5,0,1,1
2022.01.04,128.0,baseline,13,3,1,1
2022.01.05,154.0,low risk,5,0,0,0
2022.01.06,143.9,baseline,8,2,0,2
2022.01.07,123.9,baseline,8,4,0,1
2022.01.08,150.8,low risk,8,2,0,2
2022.01.09,154.7,low risk,7,3,0,1
2022.01.10,146.7,baseline,9,1,1,1
2022.01.11,113.8,baseline,9,1,0,2
2022.01.12,145.5,baseline,12,2,1,3
2022.01.13,119.4,baseline,1,1,0,0
2022.01.14,139.4,baseline,8,3,0,1
2022.01.15,126.3,baseline,5,3,0,1
2022.01.16,150.1,low risk,10,0,1,1
2022.01.17,170.6,low risk,11,2,0,1
2022.01.18,208.3,low risk,12,2,0,3
2022.01.19,120.7,baseline,8,2,0,1
2022.01.20,47.7,baseline,10,2,0,1
2022.01.21,18.3,baseline,17,6,0,2
2022.01.22,16.3,baseline,9,2,0,3
2022.01.23,38.5,baseline,7,3,0,1
2022.01.24,32.1,baseline,8,1,0,1
2022.01.25,60.4,baseline,7,0,0,0
2022.01.26,37.6,baseline,2,1,0,0
2022.01.27,5.5,baseline,5,1,0,0
2022.01.28,22.1,baseline,7,3,1,2
2022.01.29,23.8,baseline,14,6,1,1
2022.01.30,15.8,baseline,7,2,1,0
2022.01.31,30.4,baseline,7,2,0,1
2022.02.01,62.5,baseline,5,1,1,0
2022.02.02,103.3,baseline,9,2,0,0
2022.02.03,145.0,baseline,10,4,4,0
2022.02.04,146.2,baseline,10,2,0,0
2022.02.05,163.2,low risk,7,0,0,0
2022.02.06,125.8,baseline,11,4,0,1
2022.02.07,85.3,baseline,10,2,2,1
2022.02.08,113.7,baseline,9,1,0,1
2022.02.09,50.1,baseline,8,2,0,0
2022.02.10,68.3,baseline,8,2,1,1
2022.02.11,123.3,baseline,7,1,1,2
2022.02.12,178.6,low risk,9,1,1,0
2022.02.13,158.0,low risk,9,1,0,3
2022.02.14,109.7,baseline,9,3,0,1
2022.02.15,98.8,baseline,5,1,0,2
2022.02.16,118.5,baseline,6,0,0,1
2022.02.17,109.3,baseline,5,2,0,0
2022.02.18,82.1,baseline,9,3,0,4
2022.02.19,63.4,baseline,14,0,0,2
2022.02.20,82.2,baseline,5,2,1,1
2022.02.21,113.5,baseline,7,2,0,0
2022.02.22,130.9,baseline,8,1,0,1
2022.02.23,170.1,low risk,5,1,1,0
2022.02.24,131.9,baseline,9,1,0,0
2022.02.25,119.9,baseline,12,4,1,3
2022.02.26,127.1,baseline,10,4,0,1
2022.02.27,156.6,low risk,10,1,0,2
2022.02.28,205.8,low risk,10,3,1,1
2022.03.01,169.8,low risk,5,0,0,2
2022.03.02,158.7,low risk,10,1,0,3
2022.03.03,162.8,low risk,13,5,0,0
2022.03.04,223.4,low risk,5,2,0,1
2022.03.05,201.7,low risk,8,3,0,1
2022.03.06,196.2,low risk,9,3,0,0
2022.03.07,141.6,baseline,4,0,0,1
2022.03.08,139.6,baseline,12,6,0,0
2022.03.09,144.8,baseline,7,2,0,0
2022.03.10,103.9,baseline,10,2,1,0
2022.03.11,113.9,baseline,8,4,0,1
2022.03.12,100.1,baseline,7,1,0,0
2022.03.13,89.1,baseline,10,2,1,0
2022.03.14,116.4,baseline,6,1,0,1
2022.03.15,42.0,baseline,11,4,1,0
2022.03.16,116.9,baseline,5,1,1,1
2022.03.17,94.8,baseline,5,1,0,0
2022.03.18,161.8,low risk,7,0,0,1
2022.03.19,126.0,baseline,8,2,0,2
2022.03.20,93.3,baseline,7,1,0,0
2022.03.21,76.9,baseline,6,4,1,1
2022.03.22,115.9,baseline,9,3,1,1
2022.03.23,133.7,baseline,9,3,0,0
2022.03.24,156.4,low risk,8,2,1,0
2022.03.25,130.4,baseline,9,3,0,2
2022.03.26,27.0,baseline,7,2,1,2
2022.03.27,124.4,baseline,4,0,0,0
2022.03.28,83.8,baseline,15,3,3,2
2022.03.29,110.6,baseline,7,3,0,0
2022.03.30,98.8,baseline,9,4,0,3
2022.03.31,159.3,low risk,9,3,1,3
2022.04.01,148.4,baseline,9,3,0,0
2022.04.02,120.9,baseline,11,2,2,2
2022.04.03,82.1,baseline,8,2,0,0
2022.04.04,117.8,baseline,7,1,0,0
2022.04.05,131.7,baseline,9,1,1,1
2022.04.06,143.6,baseline,6,2,0,0
2022.04.07,155.5,low risk,5,0,0,0
2022.04.08,137.1,baseline,11,1,2,1
2022.04.09,112.3,baseline,4,1,0,0
2022.04.10,66.3,baseline,9,1,0,0
2022.04.11,59.6,baseline,5,2,0,0
2022.04.12,45.2,baseline,16,4,0,2
2022.04.13,0.0,baseline,4,1,0,1
2022.04.14,0.0,baseline,12,3,1,4
2022.04.15,0.0,baseline,7,0,1,1
2022.04.16,39.5,baseline,5,0,0,1
2022.04.17,78.5,baseline,11,3,2,0
2022.04.18,158.8,low risk,8,1,1,0
2022.04.19,160.8,low risk,5,2,2,0
2022.04.20,137.6,baseline,6,0,1,0
2022.04.21,140.0,baseline,13,6,0,1
2022.04.22,142.6,baseline,10,4,0,1
2022.04.23,127.0,baseline,8,1,0,1
2022.04.24,91.8,baseline,5,1,0,1
2022.04.25,75.2,baseline,10,3,0,1
2022.04.26,73.3,baseline,12,2,0,1
2022.04.27,54.2,baseline,7,1,0,1
2022.04.28,97.0,baseline,14,6,1,4
2022.04.29,46.8,baseline,6,2,1,2
2022.04.30,87.8,baseline,11,2,1,0
2022.05.01,112.3,baseline,8,2,2,0
2022.05.02,169.5,low risk,3,1,0,1
2022.05.03,176.5,low risk,8,5,0,0
2022.05.04,183.8,low risk,8,0,0,1
2022.05.05,156.7,low risk,6,1,0,2
2022.05.06,39.9,baseline,4,1,0,0
2022.05.07,11.1,baseline,3,0,0,0
2022.05.08,19.9,baseline,5,1,1,2
2022.05.09,43.3,baseline,8,2,1,0
2022.05.10,46.6,baseline,10,3,0,1
2022.05.11,28.5,baseline,4,2,0,1
2022.05.12,43.8,baseline,11,3,1,1
2022.05.13,44.3,baseline,13,3,2,0
2022.05.14,101.7,baseline,7,0,1,0
2022.05.15,103.7,baseline,2,0,1,0
2022.05.16,103.3,baseline,7,2,0,0
2022.05.17,91.8,baseline,5,1,1,1
2022.05.18,116.6,baseline,5,1,0,0
2022.05.19,91.8,baseline,6,1,1,1
2022.05.20,111.6,baseline,7,2,0,0
2022.05.21,126.7,baseline,5,2,1,1
2022.05.22,99.6,baseline,7,1,0,1
2022.05.23,141.8,baseline,7,0,1,1
2022.05.24,132.5,baseline,10,4,2,1
2022.05.25,144.7,baseline,3,0,0,1
2022.05.26,142.2,baseline,3,0,0,0
2022.05.27,132.5,baseline,5,1,0,0
2022.05.28,141.3,baseline,10,4,0,1
2022.05.29,97.5,baseline,15,5,1,0
2022.05.30,65.0,baseline,11,3,0,2
2022.05.31,70.5,baseline,8,1,0,1
2022.06.01,68.2,baseline,10,3,0,1
2022.06.02,33.5,baseline,8,3,0,1
2022.06.03,30.9,baseline,11,3,0,1
2022.06.04,88.6,baseline,4,1,0,0
2022.06.05,67.6,baseline,7,1,0,1
2022.06.06,80.9,baseline,6,3,1,0
2022.06.07,64.5,baseline,4,1,0,1
2022.06.08,97.0,baseline,7,1,1,2
2022.06.09,124.0,baseline,12,4,4,1
2022.06.10,146.7,baseline,8,1,1,0
2022.06.11,127.1,baseline,11,1,1,0
2022.06.12,228.0,low risk,12,5,0,2
2022.06.13,221.1,low risk,6,1,1,2
2022.06.14,233.5,low risk,6,2,0,0
2022.06.15,137.6,baseline,9,1,0,1
2022.06.16,175.3,low risk,12,3,0,1
2022.06.17,175.9,low risk,9,2,1,1
2022.06.18,145.8,baseline,6,2,0,1
2022.06.19,105.1,baseline,11,2,0,2
2022.06.20,142.8,baseline,9,1,1,1
2022.06.21,107.0,baseline,11,1,2,0
2022.06.22,84.2,baseline,8,2,1,1
2022.06.23,65.2,baseline,8,2,0,1
2022.06.24,68.0,baseline,7,3,1,0
2022.06.25,72.0,baseline,11,0,3,1
2022.06.26,57.1,baseline,8,1,1,0
2022.06.27,47.3,baseline,13,2,0,1
2022.06.28,47.8,baseline,6,0,1,0
2022.06.29,66.4,baseline,7,3,0,0
2022.06.30,122.0,baseline,8,1,0,0
2022.07.01,113.4,baseline,7,2,1,0
2022.07.02,133.2,baseline,4,0,0,1
2022.07.03,126.5,baseline,11,4,1,2
2022.07.04,132.7,baseline,7,1,0,0
2022.07.05,148.3,baseline,10,3,1,0
2022.07.06,184.0,low risk,10,3,0,2
2022.07.07,206.4,low risk,5,2,0,0
2022.07.08,235.4,low risk,8,3,0,2
2022.07.09,124.7,baseline,9,2,1,0
2022.07.10,104.3,baseline,11,3,1,0
2022.07.11,103.6,baseline,5,1,0,0
2022.07.12,95.4,baseline,10,4,0,3
2022.07.13,138.1,baseline,6,1,0,1
2022.07.14,143.0,baseline,7,3,1,0
2022.07.15,101.8,baseline,5,0,0,1
2022.07.16,135.5,baseline,6,3,0,1
2022.07.17,81.5,baseline,9,2,0,0
2022.07.18,32.7,baseline,6,2,0,0
2022.07.19,11.0,baseline,5,1,0,1
2022.07.20,13.0,baseline,6,3,0,1
2022.07.21,39.5,baseline,9,1,1,1
2022.07.22,52.9,baseline,7,2,0,2
2022.07.23,143.4,baseline,8,0,0,0
2022.07.24,113.6,baseline,8,2,0,1
2022.07.25,144.2,baseline,12,1,2,2
2022.07.26,130.6,baseline,10,4,0,0
2022.07.27,155.9,low risk,11,3,0,1
2022.07.28,107.0,baseline,7,1,1,1
2022.07.29,162.7,low risk,4,1,0,0
2022.07.30,118.1,baseline,2,0,0,0
2022.07.31,166.0,low risk,4,1,0,1
2022.08.01,159.3,low risk,3,0,0,0
2022.08.02,136.6,baseline,5,2,0,0
2022.08.03,108.5,baseline,10,1,1,0
2022.08.04,112.6,baseline,9,2,0,2
2022.08.05,105.6,baseline,6,0,0,0
2022.08.06,103.5,baseline,9,3,0,1
2022.08.07,101.1,baseline,4,0,0,0
2022.08.08,88.0,baseline,7,2,0,0
2022.08.09,66.6,baseline,11,2,0,0
2022.08.10,91.8,baseline,7,2,1,0
2022.08.11,118.5,baseline,7,3,0,0
2022.08.12,169.9,low risk,8,2,0,0
2022.08.13,102.8,baseline,9,4,0,0
2022.08.14,115.0,baseline,8,2,1,0
2022.08.15,151.0,low risk,10,1,1,1
2022.08.16,128.8,baseline,9,3,1,1
2022.08.17,86.7,baseline,13,2,1,1
2022.08.18,108.9,baseline,9,4,0,0
2022.08.19,125.0,baseline,6,2,0,1
2022.08.20,109.2,baseline,7,2,0,1
2022.08.21,163.5,low risk,14,4,0,2
2022.08.22,169.9,low risk,11,1,1,1
2022.08.23,116.6,baseline,10,0,0,2
2022.08.24,82.9,baseline,11,7,0,1
2022.08.25,132.8,baseline,6,1,1,1
2022.08.26,124.6,baseline,15,5,1,2
2022.08.27,166.1,low risk,4,1,0,0
2022.08.28,173.2,low risk,8,2,0,1
2022.08.29,178.9,low risk,4,0,0,1
2022.08.30,184.1,low risk,11,4,0,2
2022.08.31,178.7,low risk,9,4,0,2
2022.09.01,170.5,low risk,6,1,0,0
2022.09.02,185.1,low risk,8,0,2,0
2022.09.03,143.2,baseline,9,1,0,2
2022.09.04,149.4,baseline,6,2,0,0
2022.09.05,159.6,low risk,10,2,0,1
2022.09.06,124.2,baseline,9,3,0,0
2022.09.07,152.6,low risk,5,2,0,2
2022.09.08,56.1,baseline,11,5,0,0
2022.09.09,41.4,baseline,10,2,1,2
2022.09.10,82.7,baseline,3,1,0,0
2022.09.11,26.0,baseline,8,0,0,1
2022.09.12,39.5,baseline,7,1,3,0
2022.09.13,48.9,baseline,11,2,0,0
2022.09.14,11.4,baseline,8,2,0,0
2022.09.15,22.2,baseline,11,3,0,1
2022.09.16,24.8,baseline,10,2,0,0
2022.09.17,0.0,baseline,10,4,0,0
2022.09.18,13.2,baseline,4,2,0,0
2022.09.19,53.8,baseline,5,3,1,1
2022.09.20,66.3,baseline,6,3,0,0
2022.09.21,85.4,baseline,7,3,0,1
2022.09.22,66.5,baseline,4,0,0,0
2022.09.23,141.2,baseline,7,4,0,0
2022.09.24,120.3,baseline,10,6,1,1
2022.09.25,122.2,baseline,4,0,0,0
